codigo_ibge,nome_municipio,ano,semana_epidemiologica,numero_casos,data_semana,arquivo_origem
510180,Barra do Garças,2025,5,17,2025-01-26,DENGBR25-MT.prn
510180,Barra do Garças,2025,6,11,2025-02-02,DENGBR25-MT.prn
510180,Barra do Garças,2025,7,17,2025-02-09,DENGBR25-MT.prn
510180,Barra do Garças,2025,8,33,2025-02-16,DENGBR25-MT.prn
510180,Barra do Garças,2025,9,34,2025-02-23,DENGBR25-MT.prn
510180,Barra do Garças,2025,10,12,2025-03-02,DENGBR25-MT.prn
510180,Barra do Garças,2025,11,17,2025-03-09,DENGBR25-MT.prn
510180,Barra do Garças,2025,12,13,2025-03-16,DENGBR25-MT.prn
510180,Barra do Garças,2025,13,15,2025-03-23,DENGBR25-MT.prn
510180,Barra do Garças,2025,14,15,2025-03-30,DENGBR25-MT.prn
510180,Barra do Garças,2025,15,11,2025-04-06,DENGBR25-MT.prn
510180,Barra do Garças,2025,16,8,2025-04-13,DENGBR25-MT.prn
510180,Barra do Garças,2025,17,8,2025-04-20,DENGBR25-MT.prn
510180,Barra do Garças,2025,18,8,2025-04-27,DENGBR25-MT.prn
510180,Barra do Garças,2025,19,12,2025-05-04,DENGBR25-MT.prn
510180,Barra do Garças,2025,20,15,2025-05-11,DENGBR25-MT.prn
510180,Barra do Garças,2025,21,11,2025-05-18,DENGBR25-MT.prn
510180,Barra do Garças,2025,22,15,2025-05-25,DENGBR25-MT.prn
510180,Barra do Garças,2025,23,19,2025-06-01,DENGBR25-MT.prn
510180,Barra do Garças,2025,24,14,2025-06-08,DENGBR25-MT.prn
510180,Barra do Garças,2025,25,16,2025-06-15,DENGBR25-MT.prn
510180,Barra do Garças,2025,26,14,2025-06-22,DENGBR25-MT.prn
510180,Barra do Garças,2025,27,8,2025-06-29,DENGBR25-MT.prn
510180,Barra do Garças,2025,28,5,2025-07-06,DENGBR25-MT.prn
510180,Barra do Garças,2025,29,8,2025-07-13,DENGBR25-MT.prn
510180,Barra do Garças,2025,30,6,2025-07-20,DENGBR25-MT.prn
510180,Barra do Garças,2025,31,8,2025-07-27,DENGBR25-MT.prn
510180,Barra do Garças,2025,32,13,2025-08-03,DENGBR25-MT.prn
510180,Barra do Garças,2025,33,6,2025-08-10,DENGBR25-MT.prn
510180,Barra do Garças,2025,34,6,2025-08-17,DENGBR25-MT.prn
510180,Barra do Garças,2025,35,7,2025-08-24,DENGBR25-MT.prn
510180,Barra do Garças,2025,36,3,2025-08-31,DENGBR25-MT.prn
510180,Barra do Garças,2025,37,7,2025-09-07,DENGBR25-MT.prn
510180,Barra do Garças,2025,38,7,2025-09-14,DENGBR25-MT.prn
510180,Barra do Garças,2025,39,2,2025-09-21,DENGBR25-MT.prn
510180,Barra do Garças,2025,40,3,2025-09-28,DENGBR25-MT.prn
510180,Barra do Garças,2025,41,4,2025-10-05,DENGBR25-MT.prn
510180,Barra do Garças,2025,42,3,2025-10-12,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,1,12,2024-12-29,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,2,37,2025-01-05,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,3,24,2025-01-12,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,4,30,2025-01-19,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,5,7,2025-01-26,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,6,9,2025-02-02,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,7,4,2025-02-09,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,8,0,2025-02-16,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,9,0,2025-02-23,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,10,0,2025-03-02,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,11,0,2025-03-09,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,12,0,2025-03-16,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,13,0,2025-03-23,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,14,0,2025-03-30,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,15,0,2025-04-06,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,16,0,2025-04-13,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,17,0,2025-04-20,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,18,0,2025-04-27,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,19,0,2025-05-04,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,20,0,2025-05-11,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,21,0,2025-05-18,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,22,0,2025-05-25,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,23,0,2025-06-01,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,24,0,2025-06-08,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,25,0,2025-06-15,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,26,0,2025-06-22,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,27,0,2025-06-29,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,28,0,2025-07-06,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,29,0,2025-07-13,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,30,0,2025-07-20,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,31,0,2025-07-27,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,32,0,2025-08-03,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,33,0,2025-08-10,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,34,0,2025-08-17,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,35,0,2025-08-24,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,36,0,2025-08-31,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,37,0,2025-09-07,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,38,0,2025-09-14,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,39,0,2025-09-21,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,40,0,2025-09-28,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,41,0,2025-10-05,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,42,0,2025-10-12,DENGBR25-MT.prn
510190,Brasnorte,2025,1,0,2024-12-29,DENGBR25-MT.prn
510190,Brasnorte,2025,2,0,2025-01-05,DENGBR25-MT.prn
510190,Brasnorte,2025,3,5,2025-01-12,DENGBR25-MT.prn
510190,Brasnorte,2025,4,2,2025-01-19,DENGBR25-MT.prn
510190,Brasnorte,2025,5,6,2025-01-26,DENGBR25-MT.prn
510190,Brasnorte,2025,6,2,2025-02-02,DENGBR25-MT.prn
510190,Brasnorte,2025,7,7,2025-02-09,DENGBR25-MT.prn
510190,Brasnorte,2025,8,4,2025-02-16,DENGBR25-MT.prn
510190,Brasnorte,2025,9,5,2025-02-23,DENGBR25-MT.prn
510190,Brasnorte,2025,10,8,2025-03-02,DENGBR25-MT.prn
510190,Brasnorte,2025,11,2,2025-03-09,DENGBR25-MT.prn
510190,Brasnorte,2025,12,3,2025-03-16,DENGBR25-MT.prn
510190,Brasnorte,2025,13,6,2025-03-23,DENGBR25-MT.prn
510190,Brasnorte,2025,14,13,2025-03-30,DENGBR25-MT.prn
510190,Brasnorte,2025,15,12,2025-04-06,DENGBR25-MT.prn
510190,Brasnorte,2025,16,9,2025-04-13,DENGBR25-MT.prn
510190,Brasnorte,2025,17,10,2025-04-20,DENGBR25-MT.prn
510190,Brasnorte,2025,18,3,2025-04-27,DENGBR25-MT.prn
510190,Brasnorte,2025,19,10,2025-05-04,DENGBR25-MT.prn
510190,Brasnorte,2025,20,15,2025-05-11,DENGBR25-MT.prn
510190,Brasnorte,2025,21,33,2025-05-18,DENGBR25-MT.prn
510190,Brasnorte,2025,22,21,2025-05-25,DENGBR25-MT.prn
510190,Brasnorte,2025,23,34,2025-06-01,DENGBR25-MT.prn
510190,Brasnorte,2025,24,14,2025-06-08,DENGBR25-MT.prn
510190,Brasnorte,2025,25,9,2025-06-15,DENGBR25-MT.prn
510190,Brasnorte,2025,26,22,2025-06-22,DENGBR25-MT.prn
510190,Brasnorte,2025,27,16,2025-06-29,DENGBR25-MT.prn
510190,Brasnorte,2025,28,17,2025-07-06,DENGBR25-MT.prn
510190,Brasnorte,2025,29,7,2025-07-13,DENGBR25-MT.prn
510190,Brasnorte,2025,30,11,2025-07-20,DENGBR25-MT.prn
510190,Brasnorte,2025,31,4,2025-07-27,DENGBR25-MT.prn
510190,Brasnorte,2025,32,3,2025-08-03,DENGBR25-MT.prn
510190,Brasnorte,2025,33,3,2025-08-10,DENGBR25-MT.prn
510190,Brasnorte,2025,34,1,2025-08-17,DENGBR25-MT.prn
510190,Brasnorte,2025,35,4,2025-08-24,DENGBR25-MT.prn
510190,Brasnorte,2025,36,0,2025-08-31,DENGBR25-MT.prn
510190,Brasnorte,2025,37,2,2025-09-07,DENGBR25-MT.prn
510190,Brasnorte,2025,38,3,2025-09-14,DENGBR25-MT.prn
510190,Brasnorte,2025,39,5,2025-09-21,DENGBR25-MT.prn
510190,Brasnorte,2025,40,2,2025-09-28,DENGBR25-MT.prn
510190,Brasnorte,2025,41,1,2025-10-05,DENGBR25-MT.prn
510190,Brasnorte,2025,42,0,2025-10-12,DENGBR25-MT.prn
510250,Cáceres,2025,1,65,2024-12-29,DENGBR25-MT.prn
510250,Cáceres,2025,2,113,2025-01-05,DENGBR25-MT.prn
510250,Cáceres,2025,3,121,2025-01-12,DENGBR25-MT.prn
510250,Cáceres,2025,4,87,2025-01-19,DENGBR25-MT.prn
510250,Cáceres,2025,5,121,2025-01-26,DENGBR25-MT.prn
510250,Cáceres,2025,6,152,2025-02-02,DENGBR25-MT.prn
510250,Cáceres,2025,7,150,2025-02-09,DENGBR25-MT.prn
510250,Cáceres,2025,8,138,2025-02-16,DENGBR25-MT.prn
510250,Cáceres,2025,9,84,2025-02-23,DENGBR25-MT.prn
510250,Cáceres,2025,10,76,2025-03-02,DENGBR25-MT.prn
510250,Cáceres,2025,11,99,2025-03-09,DENGBR25-MT.prn
510250,Cáceres,2025,12,63,2025-03-16,DENGBR25-MT.prn
510250,Cáceres,2025,13,64,2025-03-23,DENGBR25-MT.prn
510250,Cáceres,2025,14,73,2025-03-30,DENGBR25-MT.prn
510250,Cáceres,2025,15,46,2025-04-06,DENGBR25-MT.prn
510250,Cáceres,2025,16,58,2025-04-13,DENGBR25-MT.prn
510250,Cáceres,2025,17,72,2025-04-20,DENGBR25-MT.prn
510250,Cáceres,2025,18,51,2025-04-27,DENGBR25-MT.prn
510250,Cáceres,2025,19,65,2025-05-04,DENGBR25-MT.prn
510250,Cáceres,2025,20,55,2025-05-11,DENGBR25-MT.prn
510250,Cáceres,2025,21,26,2025-05-18,DENGBR25-MT.prn
510250,Cáceres,2025,22,17,2025-05-25,DENGBR25-MT.prn
510250,Cáceres,2025,23,15,2025-06-01,DENGBR25-MT.prn
510250,Cáceres,2025,24,9,2025-06-08,DENGBR25-MT.prn
510250,Cáceres,2025,25,6,2025-06-15,DENGBR25-MT.prn
510250,Cáceres,2025,26,18,2025-06-22,DENGBR25-MT.prn
510250,Cáceres,2025,27,4,2025-06-29,DENGBR25-MT.prn
510250,Cáceres,2025,28,11,2025-07-06,DENGBR25-MT.prn
510250,Cáceres,2025,29,4,2025-07-13,DENGBR25-MT.prn
510250,Cáceres,2025,30,4,2025-07-20,DENGBR25-MT.prn
510250,Cáceres,2025,31,4,2025-07-27,DENGBR25-MT.prn
510250,Cáceres,2025,32,5,2025-08-03,DENGBR25-MT.prn
510250,Cáceres,2025,33,4,2025-08-10,DENGBR25-MT.prn
510250,Cáceres,2025,34,12,2025-08-17,DENGBR25-MT.prn
510250,Cáceres,2025,35,3,2025-08-24,DENGBR25-MT.prn
510250,Cáceres,2025,36,4,2025-08-31,DENGBR25-MT.prn
510250,Cáceres,2025,37,6,2025-09-07,DENGBR25-MT.prn
510250,Cáceres,2025,38,7,2025-09-14,DENGBR25-MT.prn
510250,Cáceres,2025,39,8,2025-09-21,DENGBR25-MT.prn
510250,Cáceres,2025,40,8,2025-09-28,DENGBR25-MT.prn
510250,Cáceres,2025,41,10,2025-10-05,DENGBR25-MT.prn
510250,Cáceres,2025,42,3,2025-10-12,DENGBR25-MT.prn
510260,Campinápolis,2025,1,3,2024-12-29,DENGBR25-MT.prn
510260,Campinápolis,2025,2,0,2025-01-05,DENGBR25-MT.prn
510260,Campinápolis,2025,3,0,2025-01-12,DENGBR25-MT.prn
510260,Campinápolis,2025,4,0,2025-01-19,DENGBR25-MT.prn
510260,Campinápolis,2025,5,0,2025-01-26,DENGBR25-MT.prn
510260,Campinápolis,2025,6,0,2025-02-02,DENGBR25-MT.prn
510260,Campinápolis,2025,7,0,2025-02-09,DENGBR25-MT.prn
510260,Campinápolis,2025,8,0,2025-02-16,DENGBR25-MT.prn
510260,Campinápolis,2025,9,0,2025-02-23,DENGBR25-MT.prn
510260,Campinápolis,2025,10,0,2025-03-02,DENGBR25-MT.prn
510260,Campinápolis,2025,11,0,2025-03-09,DENGBR25-MT.prn
510260,Campinápolis,2025,12,1,2025-03-16,DENGBR25-MT.prn
510260,Campinápolis,2025,13,3,2025-03-23,DENGBR25-MT.prn
510260,Campinápolis,2025,14,0,2025-03-30,DENGBR25-MT.prn
510260,Campinápolis,2025,15,0,2025-04-06,DENGBR25-MT.prn
510260,Campinápolis,2025,16,4,2025-04-13,DENGBR25-MT.prn
510260,Campinápolis,2025,17,4,2025-04-20,DENGBR25-MT.prn
510260,Campinápolis,2025,18,0,2025-04-27,DENGBR25-MT.prn
510260,Campinápolis,2025,19,3,2025-05-04,DENGBR25-MT.prn
510260,Campinápolis,2025,20,3,2025-05-11,DENGBR25-MT.prn
510260,Campinápolis,2025,21,7,2025-05-18,DENGBR25-MT.prn
510260,Campinápolis,2025,22,6,2025-05-25,DENGBR25-MT.prn
510260,Campinápolis,2025,23,0,2025-06-01,DENGBR25-MT.prn
510260,Campinápolis,2025,24,6,2025-06-08,DENGBR25-MT.prn
510260,Campinápolis,2025,25,1,2025-06-15,DENGBR25-MT.prn
510260,Campinápolis,2025,26,4,2025-06-22,DENGBR25-MT.prn
510260,Campinápolis,2025,27,0,2025-06-29,DENGBR25-MT.prn
510260,Campinápolis,2025,28,0,2025-07-06,DENGBR25-MT.prn
510260,Campinápolis,2025,29,6,2025-07-13,DENGBR25-MT.prn
510260,Campinápolis,2025,30,0,2025-07-20,DENGBR25-MT.prn
510260,Campinápolis,2025,31,1,2025-07-27,DENGBR25-MT.prn
510260,Campinápolis,2025,32,0,2025-08-03,DENGBR25-MT.prn
510260,Campinápolis,2025,33,1,2025-08-10,DENGBR25-MT.prn
510260,Campinápolis,2025,34,1,2025-08-17,DENGBR25-MT.prn
510260,Campinápolis,2025,35,0,2025-08-24,DENGBR25-MT.prn
510260,Campinápolis,2025,36,3,2025-08-31,DENGBR25-MT.prn
510260,Campinápolis,2025,37,0,2025-09-07,DENGBR25-MT.prn
510260,Campinápolis,2025,38,0,2025-09-14,DENGBR25-MT.prn
510260,Campinápolis,2025,39,0,2025-09-21,DENGBR25-MT.prn
510260,Campinápolis,2025,40,0,2025-09-28,DENGBR25-MT.prn
510260,Campinápolis,2025,41,0,2025-10-05,DENGBR25-MT.prn
510260,Campinápolis,2025,42,2,2025-10-12,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,1,0,2024-12-29,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,2,1,2025-01-05,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,3,1,2025-01-12,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,4,2,2025-01-19,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,5,5,2025-01-26,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,6,10,2025-02-02,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,7,3,2025-02-09,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,8,2,2025-02-16,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,9,2,2025-02-23,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,10,3,2025-03-02,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,11,3,2025-03-09,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,12,8,2025-03-16,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,13,4,2025-03-23,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,14,4,2025-03-30,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,15,4,2025-04-06,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,16,5,2025-04-13,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,17,9,2025-04-20,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,18,10,2025-04-27,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,19,9,2025-05-04,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,20,11,2025-05-11,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,21,5,2025-05-18,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,22,5,2025-05-25,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,23,5,2025-06-01,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,24,5,2025-06-08,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,25,5,2025-06-15,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,26,4,2025-06-22,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,27,0,2025-06-29,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,28,2,2025-07-06,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,29,4,2025-07-13,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,30,3,2025-07-20,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,31,0,2025-07-27,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,32,3,2025-08-03,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,33,0,2025-08-10,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,34,1,2025-08-17,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,35,0,2025-08-24,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,36,0,2025-08-31,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,37,6,2025-09-07,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,38,1,2025-09-14,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,39,1,2025-09-21,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,40,0,2025-09-28,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,41,0,2025-10-05,DENGBR25-MT.prn
510263,Campo Novo do Parecis,2025,42,0,2025-10-12,DENGBR25-MT.prn
510267,Campo Verde,2025,1,1,2024-12-29,DENGBR25-MT.prn
510267,Campo Verde,2025,2,3,2025-01-05,DENGBR25-MT.prn
510267,Campo Verde,2025,3,5,2025-01-12,DENGBR25-MT.prn
510267,Campo Verde,2025,4,4,2025-01-19,DENGBR25-MT.prn
510267,Campo Verde,2025,5,12,2025-01-26,DENGBR25-MT.prn
510267,Campo Verde,2025,6,17,2025-02-02,DENGBR25-MT.prn
510267,Campo Verde,2025,7,17,2025-02-09,DENGBR25-MT.prn
510267,Campo Verde,2025,8,17,2025-02-16,DENGBR25-MT.prn
510267,Campo Verde,2025,9,18,2025-02-23,DENGBR25-MT.prn
510267,Campo Verde,2025,10,5,2025-03-02,DENGBR25-MT.prn
510267,Campo Verde,2025,11,13,2025-03-09,DENGBR25-MT.prn
510267,Campo Verde,2025,12,8,2025-03-16,DENGBR25-MT.prn
510267,Campo Verde,2025,13,7,2025-03-23,DENGBR25-MT.prn
510267,Campo Verde,2025,14,3,2025-03-30,DENGBR25-MT.prn
510267,Campo Verde,2025,15,3,2025-04-06,DENGBR25-MT.prn
510267,Campo Verde,2025,16,5,2025-04-13,DENGBR25-MT.prn
510267,Campo Verde,2025,17,10,2025-04-20,DENGBR25-MT.prn
510267,Campo Verde,2025,18,3,2025-04-27,DENGBR25-MT.prn
510267,Campo Verde,2025,19,10,2025-05-04,DENGBR25-MT.prn
510267,Campo Verde,2025,20,3,2025-05-11,DENGBR25-MT.prn
510267,Campo Verde,2025,21,5,2025-05-18,DENGBR25-MT.prn
510267,Campo Verde,2025,22,4,2025-05-25,DENGBR25-MT.prn
510267,Campo Verde,2025,23,2,2025-06-01,DENGBR25-MT.prn
510267,Campo Verde,2025,24,6,2025-06-08,DENGBR25-MT.prn
510267,Campo Verde,2025,25,5,2025-06-15,DENGBR25-MT.prn
510267,Campo Verde,2025,26,2,2025-06-22,DENGBR25-MT.prn
510267,Campo Verde,2025,27,3,2025-06-29,DENGBR25-MT.prn
510267,Campo Verde,2025,28,2,2025-07-06,DENGBR25-MT.prn
510267,Campo Verde,2025,29,2,2025-07-13,DENGBR25-MT.prn
510267,Campo Verde,2025,30,0,2025-07-20,DENGBR25-MT.prn
510267,Campo Verde,2025,31,0,2025-07-27,DENGBR25-MT.prn
510267,Campo Verde,2025,32,0,2025-08-03,DENGBR25-MT.prn
510267,Campo Verde,2025,33,1,2025-08-10,DENGBR25-MT.prn
510267,Campo Verde,2025,34,3,2025-08-17,DENGBR25-MT.prn
510267,Campo Verde,2025,35,1,2025-08-24,DENGBR25-MT.prn
510267,Campo Verde,2025,36,5,2025-08-31,DENGBR25-MT.prn
510267,Campo Verde,2025,37,4,2025-09-07,DENGBR25-MT.prn
510267,Campo Verde,2025,38,2,2025-09-14,DENGBR25-MT.prn
510267,Campo Verde,2025,39,4,2025-09-21,DENGBR25-MT.prn
510267,Campo Verde,2025,40,5,2025-09-28,DENGBR25-MT.prn
510267,Campo Verde,2025,41,8,2025-10-05,DENGBR25-MT.prn
510267,Campo Verde,2025,42,6,2025-10-12,DENGBR25-MT.prn
510268,Campos de Júlio,2025,1,0,2024-12-29,DENGBR25-MT.prn
510268,Campos de Júlio,2025,2,1,2025-01-05,DENGBR25-MT.prn
510268,Campos de Júlio,2025,3,1,2025-01-12,DENGBR25-MT.prn
510268,Campos de Júlio,2025,4,7,2025-01-19,DENGBR25-MT.prn
510268,Campos de Júlio,2025,5,6,2025-01-26,DENGBR25-MT.prn
510268,Campos de Júlio,2025,6,9,2025-02-02,DENGBR25-MT.prn
510268,Campos de Júlio,2025,7,7,2025-02-09,DENGBR25-MT.prn
510268,Campos de Júlio,2025,8,8,2025-02-16,DENGBR25-MT.prn
510268,Campos de Júlio,2025,9,9,2025-02-23,DENGBR25-MT.prn
510268,Campos de Júlio,2025,10,5,2025-03-02,DENGBR25-MT.prn
510268,Campos de Júlio,2025,11,7,2025-03-09,DENGBR25-MT.prn
510268,Campos de Júlio,2025,12,5,2025-03-16,DENGBR25-MT.prn
510268,Campos de Júlio,2025,13,8,2025-03-23,DENGBR25-MT.prn
510268,Campos de Júlio,2025,14,14,2025-03-30,DENGBR25-MT.prn
510268,Campos de Júlio,2025,15,11,2025-04-06,DENGBR25-MT.prn
510268,Campos de Júlio,2025,16,8,2025-04-13,DENGBR25-MT.prn
510268,Campos de Júlio,2025,17,8,2025-04-20,DENGBR25-MT.prn
510268,Campos de Júlio,2025,18,3,2025-04-27,DENGBR25-MT.prn
510268,Campos de Júlio,2025,19,11,2025-05-04,DENGBR25-MT.prn
510268,Campos de Júlio,2025,20,14,2025-05-11,DENGBR25-MT.prn
510268,Campos de Júlio,2025,21,25,2025-05-18,DENGBR25-MT.prn
510268,Campos de Júlio,2025,22,19,2025-05-25,DENGBR25-MT.prn
510268,Campos de Júlio,2025,23,20,2025-06-01,DENGBR25-MT.prn
510268,Campos de Júlio,2025,24,39,2025-06-08,DENGBR25-MT.prn
510268,Campos de Júlio,2025,25,14,2025-06-15,DENGBR25-MT.prn
510268,Campos de Júlio,2025,26,11,2025-06-22,DENGBR25-MT.prn
510268,Campos de Júlio,2025,27,11,2025-06-29,DENGBR25-MT.prn
510268,Campos de Júlio,2025,28,11,2025-07-06,DENGBR25-MT.prn
510268,Campos de Júlio,2025,29,9,2025-07-13,DENGBR25-MT.prn
510268,Campos de Júlio,2025,30,8,2025-07-20,DENGBR25-MT.prn
510268,Campos de Júlio,2025,31,5,2025-07-27,DENGBR25-MT.prn
510268,Campos de Júlio,2025,32,4,2025-08-03,DENGBR25-MT.prn
510268,Campos de Júlio,2025,33,2,2025-08-10,DENGBR25-MT.prn
510268,Campos de Júlio,2025,34,2,2025-08-17,DENGBR25-MT.prn
